Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
part2.csv:/search/side effect,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/skin,2,1,00:10:09,0,0.00%,0.00%,$0.00
part2.csv:/search/stadiums,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/stem cells ards treatment,2,1,00:00:17,0,0.00%,0.00%,$0.00
part2.csv:/search/symptomatic fraction delta variant,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/symptoms,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/synctyia drugs,2,1,00:00:01,0,0.00%,0.00%,$0.00
part2.csv:/search/synctyia virus,2,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/testing strategy,2,1,00:00:08,0,0.00%,0.00%,$0.00
part2.csv:/search/Tetrafluorophenoxymethyl ketone,2,1,00:00:54,0,0.00%,0.00%,$0.00
part2.csv:/search/transcript remdesivir,2,1,00:02:42,0,0.00%,0.00%,$0.00
part2.csv:/search/transmissibility,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/vaccination test,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/vaccine AND thrombosis,2,1,00:00:06,0,0.00%,0.00%,$0.00
part2.csv:/search/Vaccine effectiveness,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/vaccine effectiveness against transmission,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/vaccine efficacy,2,1,00:14:05,0,0.00%,0.00%,$0.00
part2.csv:/search/vaccine hesitancy france,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/vaccine non responders,2,1,00:00:33,0,0.00%,0.00%,$0.00
part2.csv:/search/vegas,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/viral persistence,2,1,00:00:14,0,0.00%,0.00%,$0.00
part2.csv:/search/Virological and Serological kinetics,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/vitamin d randomised clinical trial,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/walker,2,1,00:00:01,0,0.00%,50.00%,$0.00
